"filename", "language", "JSON", "Markdown", "JavaScript", "PHP", "SCSS", "comment", "blank", "total"
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2025_12_10_000005_create_application_special_conditions_table.php", "PHP", 0, 0, 0, 29, 0, 11, 10, 50
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2025_12_10_000006_create_application_professional_registrations_table.php", "PHP", 0, 0, 0, 28, 0, 10, 9, 47
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2025_12_10_000007_create_application_knowledge_table.php", "PHP", 0, 0, 0, 22, 0, 8, 7, 37
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2025_12_10_000008_create_application_documents_table.php", "PHP", 0, 0, 0, 40, 0, 13, 12, 65
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2025_12_10_000009_create_application_history_table.php", "PHP", 0, 0, 0, 35, 0, 13, 12, 60
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2026_01_05_000001_create_academic_careers_table.php", "PHP", 0, 0, 0, 33, 0, 7, 5, 45
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2026_01_05_000002_create_academic_career_synonyms_table.php", "PHP", 0, 0, 0, 30, 0, 8, 6, 44
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2026_01_05_000003_create_academic_career_equivalences_table.php", "PHP", 0, 0, 0, 39, 0, 8, 8, 55
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2026_01_05_000004_add_career_id_to_application_academics.php", "PHP", 0, 0, 0, 26, 0, 10, 7, 43
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\migrations\2026_01_05_000005_create_temp_job_profile_career_mappings_table.php", "PHP", 0, 0, 0, 41, 0, 8, 8, 57
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\seeders\AcademicCareersSeeder.php", "PHP", 0, 0, 0, 509, 0, 27, 25, 561
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\database\seeders\ApplicationDatabaseSeeder.php", "PHP", 0, 0, 0, 9, 0, 4, 3, 16
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\module.json", "JSON", 11, 0, 0, 0, 0, 0, 1, 12
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\package.json", "JSON", 15, 0, 0, 0, 0, 0, 1, 16
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\assets\js\app.js", "JavaScript", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\assets\sass\app.scss", "SCSS", 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\views\applicant\dashboard.blade.php", "PHP", 0, 0, 0, 334, 0, 0, 16, 350
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\views\components\layouts\master.blade.php", "PHP", 0, 0, 0, 23, 0, 0, 8, 31
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\views\components\navigation.blade.php", "PHP", 0, 0, 0, 59, 0, 0, 3, 62
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\views\history.blade.php", "PHP", 0, 0, 0, 98, 0, 0, 5, 103
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\views\index.blade.php", "PHP", 0, 0, 0, 86, 0, 0, 8, 94
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\views\layouts\master.blade.php", "PHP", 0, 0, 0, 52, 0, 0, 2, 54
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\resources\views\show.blade.php", "PHP", 0, 0, 0, 230, 0, 0, 11, 241
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\routes\api.php", "PHP", 0, 0, 0, 6, 0, 0, 3, 9
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\routes\web.php", "PHP", 0, 0, 0, 13, 0, 14, 7, 34
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Application\vite.config.js", "JavaScript", 0, 0, 23, 0, 0, 29, 6, 58
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\EMAIL_VERIFICATION_TODO.md", "Markdown", 0, 69, 0, 0, 0, 0, 20, 89
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\README.md", "Markdown", 0, 72, 0, 0, 0, 0, 22, 94
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\RENIEC_README.md", "Markdown", 0, 285, 0, 0, 0, 0, 82, 367
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\DTOs\ReniecPersonDataDTO.php", "PHP", 0, 0, 0, 73, 0, 25, 11, 109
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\DTOs\ReniecValidationResultDTO.php", "PHP", 0, 0, 0, 42, 0, 15, 7, 64
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Entities\LoginAttempt.php", "PHP", 0, 0, 0, 40, 0, 17, 11, 68
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Entities\PasswordReset.php", "PHP", 0, 0, 0, 46, 0, 23, 13, 82
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Entities\Permission.php", "PHP", 0, 0, 0, 38, 0, 11, 10, 59
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Entities\Role.php", "PHP", 0, 0, 0, 63, 0, 20, 14, 97
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Entities\UserSession.php", "PHP", 0, 0, 0, 43, 0, 20, 12, 75
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Enums\PermissionTypeEnum.php", "PHP", 0, 0, 0, 60, 0, 0, 7, 67
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Enums\RoleTypeEnum.php", "PHP", 0, 0, 0, 87, 0, 0, 8, 95
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Events\LoginFailed.php", "PHP", 0, 0, 0, 15, 0, 0, 6, 21
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Events\RoleAssigned.php", "PHP", 0, 0, 0, 16, 0, 0, 6, 22
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Events\UserLoggedIn.php", "PHP", 0, 0, 0, 15, 0, 0, 6, 21
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Events\UserLoggedOut.php", "PHP", 0, 0, 0, 13, 0, 0, 6, 19
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Exceptions\ReniecApiException.php", "PHP", 0, 0, 0, 25, 0, 9, 8, 42
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Exceptions\ReniecException.php", "PHP", 0, 0, 0, 16, 0, 12, 6, 34
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Exceptions\ReniecNotFoundException.php", "PHP", 0, 0, 0, 10, 0, 3, 4, 17
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Exceptions\ReniecServiceUnavailableException.php", "PHP", 0, 0, 0, 10, 0, 3, 4, 17
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Exceptions\ReniecValidationException.php", "PHP", 0, 0, 0, 18, 0, 9, 6, 33
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Guards\ApplicantGuard.php", "PHP", 0, 0, 0, 43, 0, 24, 13, 80
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Guards\JuryGuard.php", "PHP", 0, 0, 0, 43, 0, 24, 13, 80
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\AuthController.php", "PHP", 0, 0, 0, 26, 0, 21, 10, 57
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\ForgotPasswordController.php", "PHP", 0, 0, 0, 28, 0, 6, 8, 42
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\LoginController.php", "PHP", 0, 0, 0, 75, 0, 17, 25, 117
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\PermissionController.php", "PHP", 0, 0, 0, 52, 0, 11, 17, 80
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\RegisterController.php", "PHP", 0, 0, 0, 99, 0, 20, 20, 139
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\ReniecValidationController.php", "PHP", 0, 0, 0, 74, 0, 23, 18, 115
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\ResetPasswordController.php", "PHP", 0, 0, 0, 46, 0, 6, 9, 61
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Controllers\RoleController.php", "PHP", 0, 0, 0, 144, 0, 30, 37, 211
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Requests\ConsultDniRequest.php", "PHP", 0, 0, 0, 46, 0, 23, 9, 78
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Requests\RegisterRequest.php", "PHP", 0, 0, 0, 151, 0, 25, 20, 196
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Requests\StoreRoleRequest.php", "PHP", 0, 0, 0, 38, 0, 12, 7, 57
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Requests\UpdateRoleRequest.php", "PHP", 0, 0, 0, 45, 0, 12, 7, 64
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Requests\ValidateDniRequest.php", "PHP", 0, 0, 0, 45, 0, 16, 8, 69
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Http\Traits\ApiResponses.php", "PHP", 0, 0, 0, 55, 0, 44, 11, 110
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Middleware\CheckPermission.php", "PHP", 0, 0, 0, 28, 0, 7, 9, 44
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Middleware\CheckRole.php", "PHP", 0, 0, 0, 25, 0, 7, 9, 41
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Middleware\IpWhitelist.php", "PHP", 0, 0, 0, 56, 0, 20, 19, 95
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Middleware\TrackLoginAttempt.php", "PHP", 0, 0, 0, 26, 0, 5, 7, 38
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Middleware\TwoFactorAuth.php", "PHP", 0, 0, 0, 25, 0, 6, 8, 39
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Policies\PermissionPolicy.php", "PHP", 0, 0, 0, 35, 0, 0, 9, 44
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Policies\RolePolicy.php", "PHP", 0, 0, 0, 35, 0, 0, 9, 44
"c:\Users\PracticanteOTI\Desktop\CAS v2\cas-mdsj\Modules\Auth\app\Providers\AuthServiceProvider.php", "PHP", 0, 0, 0, 150, 0, 55, 40, 245
